Date Time	Rain (mm) #2228702	Water Content (m^3/m^3) #2245617	Solar Radiation (W/m^2) #2246794	Temperature (*C) #2250766-1	Dew Point (*C) #2250766-1	RH (%) #2250766-2
05/13/10 07:14:58.0	0	0.07544	116.9	28.369	25.31	83.4
05/13/10 07:24:58.0	0	0.07544	104.4	27.801	24.96	84.4
05/13/10 07:34:58.0	0	0.07544	125.6	27.751	24.93	84.5
05/13/10 07:44:58.0	0	0.07502	155.6	28.345	25.15	82.7
05/13/10 07:54:58.0	0	0.07544	199.4	28.444	24.94	81.2
05/13/10 08:04:58.0	0	0.07544	225.6	28.965	25.2	80
05/13/10 08:14:58.0	0	0.07502	208.1	29.065	25	78.6
05/13/10 08:24:58.0	0	0.07544	183.1	29.49	25.02	76.8
05/13/10 08:34:58.0	0	0.07544	721.9	30.394	25.4	74.6
05/13/10 08:44:58.0	0	0.07544	255.6	30.243	25.35	75
05/13/10 08:54:58.0	0	0.07544	229.4	29.815	25.11	75.8
05/13/10 09:04:58.0	0	0.07544	806.9	31.103	25.56	72.3
05/13/10 09:14:58.0	0	0.07544	868.1	32.021	25.77	69.5
05/13/10 09:24:58.0	0	0.07544	925.6	32.124	25.35	67.4
05/13/10 09:34:58.0	0	0.07544	975.6	32.872	25.73	66.1
05/13/10 09:44:58.0	0	0.07587	951.9	33.783	25.43	61.7
05/13/10 09:54:58.0	0	0.07587	961.9	33.992	25.01	59.5
05/13/10 10:04:58.0	0	0.07629	270.6	33.157	24.84	61.7
05/13/10 10:14:58.0	0	0.07629	1106.9	33.001	24.83	62.2
05/13/10 10:24:58.0	0	0.07672	374.4	33.73	25.02	60.4
05/13/10 10:34:58.0	0	0.07672	214.4	32.898	24.21	60.3
05/13/10 10:44:58.0	0	0.07714	864.4	32.201	24.23	62.8
05/13/10 10:54:58.0	0	0.07714	929.4	35.208	24.23	53.1
05/13/10 11:04:58.0	0	0.07756	954.4	35.075	23.99	52.7
05/13/10 11:14:58.0	0	0.07756	916.9	35.049	23.48	51.2
05/13/10 11:24:58.0	0	0.07799	928.1	36.039	23.69	49.1
05/13/10 11:34:58.0	0	0.07799	940.6	35.155	22.92	49.2
05/13/10 11:44:58.0	0	0.07884	844.4	36.012	22.62	46.1
05/13/10 11:54:58.0	0	0.07884	429.4	36.119	22.72	46.1
05/13/10 12:04:58.0	0	0.07926	1021.9	36.661	23.14	45.9
05/13/10 12:14:58.0	0	0.07969	318.1	35.529	22.99	48.4
05/13/10 12:24:58.0	0	0.07969	328.1	32.665	23.96	60.2
05/13/10 12:34:58.0	0	0.08011	511.9	34.413	24.51	56.4
05/13/10 12:44:58.0	0	0.08011	354.4	31.74	23.67	62.3
05/13/10 12:54:58.0	0	0.08053	434.4	31.842	23.76	62.3
05/13/10 13:04:58.0	0	0.08053	455.6	32.253	23.74	60.8
05/13/10 13:14:58.0	0	0.08096	440.6	33.678	24.35	58.2
05/13/10 13:24:58.0	0	0.08138	841.9	34.334	25.47	60
05/13/10 13:34:58.0	0	0.08138	844.4	31.74	24.27	64.6
05/13/10 13:44:58.0	0	0.08138	500.6	33.339	24.62	60.3
05/13/10 13:54:58.0	0	0.08138	328.1	32.381	24.35	62.6
05/13/10 14:04:58.0	0	0.08181	116.9	30.394	23.35	66
05/13/10 14:14:58.0	0	0.08181	135.6	30.167	23.34	66.8
05/13/10 14:24:58.0	0	0.08223	146.9	30.192	23.48	67.3
05/13/10 14:34:58.0	0	0.08223	121.9	29.966	23.88	69.8
05/13/10 14:44:58.0	0	0.08223	110.6	29.815	23.78	70
05/13/10 14:54:58.0	0	0.08223	114.4	29.84	23.95	70.6
05/13/10 15:04:58.0	0	0.08223	136.9	29.84	23.9	70.4
05/13/10 15:14:58.0	0	0.08223	169.4	29.84	23.97	70.7
05/13/10 15:24:58.0	0	0.08223	228.1	30.091	24.28	71
05/13/10 15:34:58.0	0	0.08223	209.4	30.117	24.4	71.4
05/13/10 15:44:58.0	0	0.08223	176.9	30.091	24.47	71.8
05/13/10 15:54:58.0	0	0.08223	169.4	30.495	24.52	70.4
05/13/10 16:04:58.0	0	0.08223	135.6	30.621	23.97	67.6
05/13/10 16:14:58.0	0	0.08223	115.6	30.217	23.58	67.6
05/13/10 16:24:58.0	0	0.08223	93.1	30.091	23.44	67.5
05/13/10 16:34:58.0	0	0.08223	79.4	30.016	23.32	67.3
05/13/10 16:44:58.0	0	0.08223	60.6	29.79	23.39	68.5
05/13/10 16:54:58.0	0	0.08223	38.1	29.464	23.44	70
05/13/10 17:04:58.0	0	0.08181	23.1	29.09	23.53	71.9
05/13/10 17:14:58.0	0	0.08181	5.6	28.791	23.59	73.4
05/13/10 17:24:58.0	0	0.08181	0.6	28.543	23.66	74.8
05/13/10 17:34:58.0	0	0.08138	0.6	28.369	23.69	75.7
05/13/10 17:44:58.0	0	0.08138	0.6	28.32	23.15	73.5
05/13/10 17:54:58.0	0	0.08138	0.6	28.221	22.88	72.7
05/13/10 18:04:58.0	0	0.08138	0.6	28.122	22.81	72.8
05/13/10 18:14:58.0	0	0.08096	0.6	27.949	22.82	73.6
05/13/10 18:24:58.0	0	0.08096	0.6	27.85	22.81	74
05/13/10 18:34:58.0	0	0.08096	0.6	27.702	22.81	74.6
05/13/10 18:44:58.0	0	0.08096	0.6	27.554	22.82	75.3
05/13/10 18:54:58.0	0	0.08096	0.6	27.358	22.85	76.3
05/13/10 19:04:58.0	0	0.08053	0.6	27.235	22.86	76.9
05/13/10 19:14:58.0	0	0.08053	0.6	26.94	22.74	77.7
05/13/10 19:24:58.0	0	0.08053	0.6	26.867	22.73	78
05/13/10 19:34:58.0	0	0.08011	0.6	26.5	22.63	79.2
05/13/10 19:44:58.0	0	0.08011	0.6	26.426	22.68	79.8
05/13/10 19:54:58.0	0	0.07969	0.6	26.304	22.77	80.8
05/13/10 20:04:58.0	0	0.07969	0.6	26.231	22.86	81.6
05/13/10 20:14:58.0	0	0.07969	0.6	26.109	22.96	82.7
05/13/10 20:24:58.0	0	0.07969	0.6	26.085	23.06	83.3
05/13/10 20:34:58.0	0	0.07969	0.6	25.768	22.97	84.4
05/13/10 20:44:58.0	0	0.07926	0.6	25.525	22.83	84.9
05/13/10 20:54:58.0	0	0.07926	0.6	25.355	22.87	86
05/13/10 21:04:58.0	0	0.07926	0.6	25.234	22.96	87.1
05/13/10 21:14:58.0	0	0.07884	0.6	25.065	22.91	87.7
05/13/10 21:24:58.0	0	0.07884	0.6	24.726	22.71	88.4
05/13/10 21:34:58.0	0	0.07841	0.6	24.484	22.69	89.6
05/13/10 21:44:58.0	0	0.07841	0.6	24.508	22.81	90.1
05/13/10 21:54:58.0	0	0.07841	0.6	24.291	22.67	90.5
05/13/10 22:04:58.0	0	0.07841	0.6	24.098	22.53	90.8
05/13/10 22:14:58.0	0	0.07841	0.6	23.93	22.47	91.4
05/13/10 22:24:58.0	0	0.07799	0.6	23.857	22.53	92.1
05/13/10 22:34:58.0	0	0.07799	0.6	23.905	22.66	92.6
05/13/10 22:44:58.0	0	0.07799	0.6	23.833	22.59	92.6
05/13/10 22:54:58.0	0	0.07799	0.6	23.761	22.57	92.9
05/13/10 23:04:58.0	0	0.07756	0.6	23.737	22.58	93.1
05/13/10 23:14:58.0	0	0.07756	0.6	23.833	22.64	92.9
05/13/10 23:24:58.0	0	0.07756	0.6	23.809	22.64	93
05/13/10 23:34:58.0	0	0.07714	0.6	23.761	22.68	93.5
05/13/10 23:44:58.0	0	0.07714	0.6	23.881	22.78	93.4
05/13/10 23:54:58.0	0	0.07714	0.6	24.002	22.81	92.9
05/14/10 00:04:58.0	0	0.07714	0.6	23.857	22.67	92.9
05/14/10 00:14:58.0	0	0.07672	0.6	23.665	22.57	93.4
05/14/10 00:24:58.0	0	0.07672	0.6	23.521	22.51	93.9
05/14/10 00:34:58.0	0	0.07672	0.6	23.472	22.46	93.9
05/14/10 00:44:58.0	0	0.07629	0.6	23.376	22.44	94.3
05/14/10 00:54:58.0	0	0.07672	0.6	23.328	22.42	94.5
05/14/10 01:04:58.0	0	0.07629	0.6	23.136	22.27	94.7
05/14/10 01:14:58.0	0	0.07629	0.6	22.944	22.11	94.9
05/14/10 01:24:58.0	0	0.07629	0.6	22.896	22.1	95.1
05/14/10 01:34:58.0	0	0.07587	0.6	22.8	22.04	95.3
05/14/10 01:44:58.0	0	0.07587	0.6	22.848	22.05	95.1
05/14/10 01:54:58.0	0	0.07587	0.6	23.04	22.24	95.1
05/14/10 02:04:58.0	0	0.07587	0.6	23.112	22.28	94.9
05/14/10 02:14:58.0	0	0.07544	0.6	23.232	22.31	94.4
05/14/10 02:24:58.0	0	0.07544	0.6	23.088	22.15	94.3
05/14/10 02:34:58.0	0	0.07544	0.6	22.992	22.09	94.5
05/14/10 02:44:58.0	0	0.07544	0.6	23.112	22.19	94.4
05/14/10 02:54:58.0	0	0.07544	0.6	23.088	22.19	94.5
05/14/10 03:04:58.0	0	0.07502	0.6	23.064	22.13	94.3
05/14/10 03:14:58.0	0	0.07502	0.6	22.824	21.94	94.6
05/14/10 03:24:58.0	0	0.07502	0.6	22.848	22.02	94.9
