bioma;ponto;id;tcmax;classe;ordem;familia;subfamilia;genero;localidade;mes;hora;periodo;lat;long;alt;estacao;tempAR;tempSOL;peso;temp.conf
3;4;995;33.00;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;996;35.00;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;999;39.00;Arachnida;Araneae;Zoridae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;7;SIM
3;4;1000;41.00;Arachnida;Araneae;Theridiosomatidae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;5;SIM
3;4;1001;41.00;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;4;SIM
3;4;1002;42.00;Arachnida;Opiliones;Gonyleptidae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1004;42.00;Arachnida;Araneae;Lycosidae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1005;44.00;Arachnida;Araneae;Lycosidae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1006;32.50;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;2;SIM
3;4;1007;36.00;Arachnida;Opiliones;Gonyleptidae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1008;37.00;Arachnida;Opiliones;Gonyleptidae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1009;39.00;Diplopoda;Polydesmida;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;12;SIM
3;4;1010;42.00;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1011;43.00;Diplopoda;Polydesmida;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;2;SIM
3;4;1012;44.00;Arachnida;Araneae;Ctenidae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1013;46.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;3;SIM
3;4;1014;33.00;Chilopoda;Geophilomorpha;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;2;SIM
3;4;1015;36.00;Arachnida;Opiliones;Gonyleptidae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1016;37.00;Diplopoda;Polydesmida;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1017;38.00;Arachnida;Araneae;Titanoecidae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1018;40.00;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;5;SIM
3;4;1020;40.00;Diplopoda;Polydesmida;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;7;SIM
3;4;1021;41.00;Insecta;Dermaptera;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;6;SIM
3;4;1022;44.50;Arachnida;Araneae;Ctenidae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;15;SIM
3;4;1023;45.00;Insecta;Hemiptera;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;192;SIM
3;4;1024;47.00;Insecta;Dermaptera;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1025;48.00;Insecta;Hymenoptera;Formicidae;Formicinae;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1027;34.00;Insecta;Blattodea;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;7;SIM
3;4;1028;35.00;Insecta;Blattodea;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;18;SIM
3;4;1029;35.50;Chilopoda;Geophilomorpha;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;11;SIM
3;4;1030;36.50;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1031;37.00;Arachnida;Acari;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1032;37.50;Diplopoda;Polydesmida;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1033;38.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1034;38.50;Arachnida;Araneae;Linyphiidae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1035;40.50;Insecta;Dermaptera;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1036;41.50;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;5;SIM
3;4;1037;42.00;Insecta;Blattodea;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;11;SIM
3;4;1038;42.50;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;14;SIM
3;4;1039;49.00;Arachnida;Acari;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1041;34.00;Arachnida;Araneae;Zoridae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;3;SIM
3;4;1042;34.00;Arachnida;Opiliones;Gonyleptidae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;2;SIM
3;4;1043;37.50;Diplopoda;Polydesmida;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;29;SIM
3;4;1044;42.50;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;11;SIM
3;4;1045;43.50;Arachnida;Araneae;Linyphiidae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1046;44.00;Arachnida;Araneae;Theridiidae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;4;1047;48.00;Arachnida;Araneae;Salticidae;NA;NA;MAAltitude;fev/12;09:05:13;TARDE;-22.69098;-45.48753;1474;CamposdoJordao;17.00;16.10;1;SIM
3;5;1049;34.00;Insecta;Hemiptera;NA;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1050;35.00;Malacostraca;Isopoda;NA;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1051;41.00;Arachnida;Opiliones;Gonyleptidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1052;44.00;Arachnida;Araneae;Theridiidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;13;SIM
3;5;1053;44.50;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1054;46.50;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;7;SIM
3;5;1055;48.50;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;9;SIM
3;5;1056;49.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;11;SIM
3;5;1057;34.00;Arachnida;Araneae;Theridiidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1058;34.00;Arachnida;Araneae;Theridiidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1059;37.00;Insecta;Blattodea;NA;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1060;38.00;Insecta;Blattodea;NA;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1061;41.00;Arachnida;Araneae;Titanoecidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1063;44.00;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1064;45.00;Arachnida;Araneae;Theridiidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1065;47.00;Insecta;Hymenoptera;Formicidae;Formicinae;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1066;47.00;Insecta;Hymenoptera;Formicidae;Formicinae;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1067;47.50;Insecta;Hymenoptera;Formicidae;Formicinae;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1068;50.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1070;34.00;Arachnida;Araneae;Zoridae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1071;36.00;Arachnida;Opiliones;Gonyleptidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1072;38.50;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1073;39.00;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;2;SIM
3;5;1074;40.50;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1075;41.00;Arachnida;Araneae;Theridiidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1076;41.00;Insecta;Hemiptera;NA;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1077;42.50;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1078;43.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1079;45.50;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;7;SIM
3;5;1080;46.50;Arachnida;Araneae;Salticidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1081;47.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;4;SIM
3;5;1082;47.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;13;SIM
3;5;1084;36.50;Malacostraca;Isopoda;NA;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;12;SIM
3;5;1086;39.00;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1087;39.00;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;12;SIM
3;5;1090;41.00;Insecta;Hymenoptera;Formicidae;Formicinae;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1091;44.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1092;44.50;Arachnida;Araneae;Pholcidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;10;SIM
3;5;1093;46.50;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;10;SIM
3;5;1094;46.50;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;11;SIM
3;5;1095;47.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;2;SIM
3;5;1096;47.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;6;SIM
3;5;1097;47.00;Arachnida;Araneae;Theridiidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1098;45.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;22;SIM
3;5;1099;39.00;Arachnida;Araneae;Theridiidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1100;39.50;Arachnida;Araneae;Theridiidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1103;40.00;Insecta;Hymenoptera;Formicidae;Formicinae;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1104;40.00;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1105;37.00;Chilopoda;Geophilomorpha;NA;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;7;SIM
3;5;1106;37.50;Chilopoda;Geophilomorpha;NA;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;64;SIM
3;5;1107;40.00;Arachnida;Araneae;Titanoecidae;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.50;1;SIM
3;5;1108;41.00;Arachnida;Araneae;NA;NA;NA;MAAltitude;fev/12;09:00:21;TARDE;-22.69092;-45.48728;1474;CamposdoJordao;17.00;16.00;1;SIM
3;6;1109;32.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;16.00;1;SIM
3;6;1112;37.50;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1113;38.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1114;39.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1115;41.00;Arachnida;Araneae;Salticidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1116;44.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1117;35.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1118;36.00;Diplopoda;Polydesmida;NA;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1119;36.00;Arachnida;Opiliones;Gonyleptidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1120;37.00;Arachnida;Opiliones;Gonyleptidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1121;37.00;Arachnida;Araneae;Titanoecidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1122;38.50;Insecta;Hymenoptera;Formicidae;Myrmicinae;Aphaenogaster;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1123;39.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1124;41.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1125;41.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1126;41.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1127;41.00;Insecta;Hymenoptera;Formicidae;Formicinae;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1128;44.00;Insecta;Hymenoptera;Formicidae;Formicinae;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;10;SIM
3;6;1129;35.00;Chilopoda;Geophilomorpha;NA;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1130;36.00;Arachnida;Opiliones;Gonyleptidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1131;36.50;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1132;38.00;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1133;38.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1134;38.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1135;39.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1136;39.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1137;39.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1138;40.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1139;40.00;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1140;40.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1141;43.50;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1142;34.00;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1144;36.50;Arachnida;Opiliones;Gonyleptidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1145;36.50;Arachnida;Opiliones;Gonyleptidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1147;38.00;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1148;38.50;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1149;39.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1150;39.00;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1151;40.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1152;41.00;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1153;41.50;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1154;41.50;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1155;42.00;Arachnida;Araneae;Theridiidae;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1156;35.00;Malacostraca;Isopoda;NA;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
3;6;1157;36.00;Insecta;Coleoptera;NA;NA;NA;MAAltitude;fev/12;10:28:34;TARDE;-22.65705;-45.44263;1474;CamposdoJordao;17.00;17.00;1;SIM
