bioma;ponto;id;tcmax;classe;ordem;familia;subfamilia;genero;localidade;lat;long;alt;estacao;tempAR;tempSOL;peso
2.0;8;741;42;Insecta;Isoptera;Termitidae;NA;NA;Cerrado;-22.312;-47.916;762;Itirapina;17;21;1
2.0;8;742;42;Arachnida;Araneae;Linyphiidae;NA;NA;Cerrado;-22.312;-47.916;762;Itirapina;17;21;1
2.0;8;743;42.5;Insecta;Hemiptera;NA;NA;NA;Cerrado;-22.312;-47.916;762;Itirapina;17;21;1
2.0;8;744;43;Arachnida;Araneae;Araneidae;NA;NA;Cerrado;-22.312;-47.916;762;Itirapina;17;21;1
2.0;8;745;43.5;Insecta;Dermaptera;NA;NA;NA;Cerrado;-22.312;-47.916;762;Itirapina;17;21;1
2.0;8;746;32;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;Cerrado;-22.312;-47.916;762;Itirapina;17;21;1
2.0;8;747;40;Insecta;Hymenoptera;Formicidae;Myrmicinae;Atta;Cerrado;-22.312;-47.916;762;Itirapina;17;21;1
2.0;8;748;41;Insecta;Isoptera;NA;NA;NA;Cerrado;-22.312;-47.916;762;Itirapina;17;21;1
2.0;8;749;42;Arachnida;Araneae;Theridiidae;NA;NA;Cerrado;-22.312;-47.916;762;Itirapina;17;21;1
2.0;9;750;31;Arachnida;Araneae;Theridiidae;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;21;1
2.0;9;751;34.5;Insecta;Isoptera;Termitidae;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;752;37.5;Arachnida;Araneae;Theridiidae;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;753;39.5;Insecta;Hymenoptera;Formicidae;Myrmicinae;Crematogaster;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;754;39.5;Insecta;Hymenoptera;Formicidae;Ponerinae; Pachycondyla;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;755;40;Insecta;Hymenoptera;Formicidae;Ectatomminae;Ectatomma;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;756;40.5;Insecta;Hemiptera;Reeduvidae;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;757;41.5;Insecta;Blattodea;NA;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;758;42.5;Arachnida;Araneae;Araneidae;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;759;43.5;Arachnida;Araneae;Araneidae;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;760;44.5;Arachnida;Araneae;Titanoecidae;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;761;45;Arachnida;Araneae;Salticidae;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;762;31;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;763;35.5;Arachnida;Opiliones;Gonyleptidae;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;764;37.5;Insecta;Hymenoptera;Formicidae;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;765;38;Insecta;Hymenoptera;Formicidae;Ponerinae;Odontomachus;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;766;39;Insecta;Dermaptera;NA;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;768;41.5;Arachnida;Araneae;Tetragnathidae;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;769;43.5;Insecta;Hymenoptera;Formicidae;Ectatomminae;Ectatomma;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;771;44.5;Arachnida;Araneae;Oxyopidae;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;25
2.0;9;772;35.5;Insecta;Hymenoptera;Formicidae;Ectatomminae;Ectatomma;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;773;34.5;Insecta;Hymenoptera;Formicidae;Ponerinae;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;774;36.5;Insecta;Hemiptera;NA;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;775;37;Insecta;Dermaptera;NA;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;776;38.5;Insecta;Dermaptera;NA;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;778;37.5;Insecta;Hymenoptera;Formicidae;Ponerinae;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;781;44.5;Arachnida;Araneae;Titanoecidae;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;782;44.5;Insecta;Blattodea;NA;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;783;44.5;Arachnida;Araneae;Titanoecidae;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;16
2.0;9;784;35;Insecta;Isoptera;Termitidae;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;786;38.5;Insecta;Coleoptera;NA;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;787;43.5;Arachnida;Araneae;Araneidae;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;9;788;43.5;Insecta;Hymenoptera;Formicidae;NA;NA;Cerrado;-22.364;-48.093;795;Itirapina;17;17;1
2.0;10;789;34.5;Arachnida;Araneae;Oonopidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;790;35.5;Insecta;Hemiptera;NA;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;791;39.5;Arachnida;Araneae;Theridiidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;792;40.5;Arachnida;Araneae;Anyphaenidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;793;41.5;Arachnida;Araneae;Salticidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;794;44.5;Arachnida;Araneae;NA;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;795;44.5;Insecta;Hymenoptera;Formicidae;Ponerinae;Thaumatomyrmex;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;796;47.5;Insecta;Hymenoptera;Formicidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;797;47.5;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;798;48.5;Arachnida;Araneae;Filistatidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;799;34.5;Insecta;Blattodea;NA;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;800;36.5;Arachnida;Araneae;Tetragnathidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;801;38.5;Insecta;Hymenoptera;Formicidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;802;38.5;Arachnida;Araneae;NA;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;803;38.5;Arachnida;Araneae;Tetragnathidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;804;40;Insecta;Hymenoptera;Formicidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;805;40.5;Insecta;Hemiptera;Reeduvidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;806;40.5;Insecta;Hemiptera;Reeduvidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;807;40.5;Arachnida;Araneae;Linyphiidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;808;41.5;Insecta;Hymenoptera;Formicidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;810;45.5;Insecta;Hymenoptera;Formicidae;Myrmicinae;Atta;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;811;47.5;Insecta;Hymenoptera;Formicidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;812;32;Insecta;Hymenoptera;Formicidae;Formicinae;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;813;32.5;Insecta;Blattodea;NA;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;814;38.5;Entognatha (Collembola);Collembola;NA;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;815;41.5;Arachnida;Araneae;Theridiidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;816;42.5;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;817;42.5;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;818;43.5;Arachnida;Araneae;Araneidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;819;44.5;Insecta;Hymenoptera;Formicidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;820;45.5;Arachnida;Araneae;Salticidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;1
2.0;10;821;47.5;Arachnida;Araneae;Salticidae;NA;NA;Cerrado;-22.372;-47.986;833;Itirapina;17;25.5;4
2.0;11;822;37.5;Insecta;Blattodea;NA;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;25.5;1
2.0;11;823;37.5;Arachnida;Araneae;Araneidae;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;12
2.0;11;824;38.5;Insecta;Blattodea;NA;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;825;39;Insecta;Hymenoptera;Formicidae;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;826;39.5;Insecta;Blattodea;NA;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;827;42.5;Insecta;Dermaptera;NA;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;828;43.5;Arachnida;Araneae;Oxyopidae;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;14
2.0;11;829;44;Arachnida;Araneae;Titanoecidae;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;18
2.0;11;830;44.5;Insecta;Dermaptera;NA;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;831;45.5;Arachnida;Araneae;Thomisidae;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;8
2.0;11;833;34;Insecta;Hymenoptera;Formicidae;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;834;35.5;Insecta;Orthoptera ;NA;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;836;37.5;Insecta;Hymenoptera;Formicidae;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;837;40.5;Insecta;Blattodea;NA;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;838;40.5;Insecta;Blattodea;NA;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;839;40.5;Insecta;Hymenoptera;Formicidae;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;842;42.5;Arachnida;Araneae;Titanoecidae;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;844;37;Insecta;Dermaptera;NA;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;845;37.5;Insecta;Hymenoptera;Formicidae;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;846;37.5;Insecta;Orthoptera ;NA;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;848;39.5;Insecta;Isoptera;NA;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;849;40.5;Insecta;Hymenoptera;Formicidae;Myrmicinae;Crematogaster;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;851;41.5;Arachnida;Araneae;NA;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;1
2.0;11;852;42;Arachnida;Araneae;Anyphaenidae;NA;NA;Cerrado;-22.349;-47.84;833;Itirapina;17;21;10
3.0;1;854;43.5;Arachnida;Araneae;Salticidae;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;855;45;Arachnida;Araneae;Zoridae;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;856;45;Arachnida;Araneae;Salticidae;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;857;47;Arachnida;Araneae;Salticidae;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;858;48;Arachnida;Araneae;Salticidae;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;4
3.0;1;859;50;Insecta;Blattodea;NA;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;6
3.0;1;860;50;Malacostraca;Isopoda;NA;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;11
3.0;1;861;50;Insecta;Blattodea;NA;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;21
3.0;1;862;51;Arachnida;Araneae;Salticidae;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;14
3.0;1;863;52;Arachnida;Araneae;Salticidae;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;865;42;Insecta;Coleoptera;NA;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;866;43;Insecta;Coleoptera;NA;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;867;43;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;868;43;Insecta;Coleoptera;NA;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;869;44;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;870;45;Arachnida;Araneae;Zoridae;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;871;48;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;872;50;Arachnida;Araneae;Linyphiidae;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;873;51;Arachnida;Araneae;Salticidae;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;874;39;Chilopoda;Geophilomorpha;NA;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;20
3.0;1;875;41;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;876;42;Arachnida;Araneae;Titanoecidae;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;5
3.0;1;877;44;Entognatha (Collembola);Collembola;NA;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;878;44.5;Arachnida;Araneae;Titanoecidae;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;879;45;Insecta;Blattodea;NA;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;880;45;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;881;45.5;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;884;43;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;886;44.5;Arachnida;Araneae;Zoridae;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;1;889;60;Arachnida;Acari;NA;NA;NA;MAAltitude;-22.932;-45.695;953;CamposdoJordao;17;22.4;1
3.0;2;890;34;Arachnida;Araneae;Titanoecidae;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;22.4;1
3.0;2;891;36;Arachnida;Araneae;Mimetidae;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;22.4;3
3.0;2;893;40;Malacostraca;Isopoda;NA;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;894;40.5;Chilopoda;Geophilomorpha;NA;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;895;46.5;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;896;47;Arachnida;Opiliones;Gonyleptidae;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;15
3.0;2;898;51.5;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;899;51.5;Arachnida;Araneae;Ctenidae;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;65
3.0;2;900;52.5;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;901;52.5;Insecta;Coleoptera;NA;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;904;37;Arachnida;Araneae;Uloboridae;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;905;40;Insecta;Blattodea;NA;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;906;42;Chilopoda;Geophilomorpha;NA;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;907;42.5;Arachnida;Araneae;Titanoecidae;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;908;44;Insecta;Dermaptera;NA;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;47
3.0;2;909;45.5;Arachnida;Araneae;Linyphiidae;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;910;46;Insecta;Dermaptera;NA;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;911;47;Arachnida;Araneae;Theridiidae;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;912;47.5;Arachnida;Araneae;Theridiidae;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;913;47.5;Arachnida;Araneae;Theridiidae;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;914;48;Insecta;Blattodea;NA;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;915;48;Arachnida;Araneae;Theridiidae;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;916;49;Arachnida;Araneae;Theridiidae;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;917;49.5;Arachnida;Araneae;Theridiidae;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;918;49.5;Insecta;Hymenoptera;Formicidae;Formicinae;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;5
3.0;2;919;50;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;920;55.5;Insecta;Hymenoptera;Formicidae;Formicinae;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;921;56;Insecta;Hymenoptera;Formicidae;Formicinae;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;16
3.0;2;922;56;Arachnida;Araneae;Ctenidae;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;2;923;56;Insecta;Hymenoptera;Formicidae;Formicinae;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;38
3.0;2;924;56;Arachnida;Araneae;NA;NA;NA;MAAltitude;-22.893;-45.478;579;CamposdoJordao;17;19;1
3.0;3;925;41;Arachnida;Araneae;Titanoecidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;19;1
3.0;3;928;50.5;Insecta;Coleoptera;NA;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;18
3.0;3;929;55.5;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;49
3.0;3;933;41.5;Arachnida;Araneae;Theridiidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;10
3.0;3;934;41.5;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;935;42;Arachnida;Araneae;Zodaridae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;936;43;Insecta;Coleoptera;NA;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;937;44.5;Arachnida;Araneae;Filistatidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;938;45.5;Arachnida;Araneae;Ctenidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;8
3.0;3;939;47.5;Arachnida;Araneae;NA;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;3
3.0;3;940;51.5;Insecta;Hemiptera;NA;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;20
3.0;3;943;36.5;Diplopoda;Polydesmida;NA;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;945;37.5;Arachnida;Araneae;Titanoecidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;946;38.5;Insecta;Blattodea;NA;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;947;40.5;Insecta;Coleoptera;NA;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;948;42;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;949;43;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;950;44;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;951;44;Arachnida;Araneae;Zodaridae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;952;34;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;953;34.5;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;954;35;Insecta;Orthoptera ;NA;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;955;35;Arachnida;Acari;NA;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;956;40.5;Insecta;Coleoptera;NA;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;5
3.0;3;957;41.5;Arachnida;Acari;NA;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;9
3.0;3;958;42.5;Insecta;Hymenoptera;Formicidae;Myrmicinae;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;959;43.5;Insecta;Coleoptera;NA;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;17
3.0;3;960;31;Malacostraca;Isopoda;NA;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;21
3.0;3;961;38;Arachnida;Araneae;Linyphiidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;962;41;Arachnida;Araneae;Linyphiidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;963;43;Arachnida;Araneae;Lycosidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;12
3.0;3;964;43;Arachnida;Araneae;Lycosidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;965;44;Arachnida;Araneae;Lycosidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;966;27;Insecta;Hemiptera;NA;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;967;34.5;Insecta;Hymenoptera;Formicidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;968;38;Insecta;Orthoptera ;Gryllidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;969;38;Arachnida;Araneae;Linyphiidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;971;42;Arachnida;Araneae;Ctenidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;20
3.0;3;972;43;Arachnida;Araneae;Tetragnathidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;3
3.0;3;973;43.5;Arachnida;Araneae;Lycosidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;974;44;Arachnida;Araneae;Lycosidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;975;44;Arachnida;Araneae;Tetragnathidae;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;1
3.0;3;977;36;Insecta;Coleoptera;NA;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;2
3.0;3;978;39.5;Insecta;Coleoptera;NA;NA;NA;MAAltitude;-22.872;-45.466;579;CamposdoJordao;17;15;4
